Date,Price
1996-02-15,731606710
1996-02-16,959482206
1996-02-17,709532645
1996-02-18,592974599
1996-02-19,911866284
1996-02-20,936807715
1996-02-21,622503935
1996-02-22,615590021
1996-02-23,737309724
1996-02-24,616669683
1996-02-25,728369483
1996-02-26,743863787
1996-02-27,900995994
1996-02-28,859832136
1996-02-29,725649660
1996-03-01,568707441
1996-03-02,660775645
1996-03-03,703884157
1996-03-04,614961398
1996-03-05,548497383
1996-03-06,855103437
1996-03-07,824497637
1996-03-08,973483174
1996-03-09,755572013
1996-03-10,573018393
1996-03-11,927806838
1996-03-12,770364954
1996-03-13,848645055
1996-03-14,646565378
1996-03-15,686613910
1996-03-16,640739412
1996-03-17,791696803
1996-03-18,854479896
1996-03-19,811095707
1996-03-20,520255302
1996-03-21,705899106
1996-03-22,682001535
1996-03-23,722902104
1996-03-24,759842227
1996-03-25,968343054
1996-03-26,530982316
1996-03-27,933711965
1996-03-28,767495136
1996-03-29,948759445
1996-03-30,872296341
1996-03-31,765611203
1996-04-01,786412316
1996-04-02,624710188
1996-04-03,559357107
1996-04-04,527844376
1996-04-05,838806717
1996-04-06,751470938
1996-04-07,822519051
1996-04-08,658713856
1996-04-09,893117708
1996-04-10,919002737
1996-04-11,622805467
1996-04-12,951744628
1996-04-13,980997559
1996-04-14,998259020
1996-04-15,712402333
1996-04-16,620945982
1996-04-17,585704510
1996-04-18,856586947
1996-04-19,696346297
1996-04-20,511634360
1996-04-21,557313620
1996-04-22,942452812
1996-04-23,503498853
1996-04-24,829327129
1996-04-25,646384751
1996-04-26,814465588
1996-04-27,882950413
1996-04-28,841576536
1996-04-29,934889738
1996-04-30,695695836
1996-05-01,572154091
1996-05-02,573225833
1996-05-03,600703346
1996-05-04,673754881
1996-05-05,787677438
1996-05-06,982044674
1996-05-07,672493692
1996-05-08,974246331
1996-05-09,506403846
1996-05-10,668272742
1996-05-11,741830364
1996-05-12,627938070
1996-05-13,794937611
1996-05-14,942755964
1996-05-15,926994643
1996-05-16,781541796
1996-05-17,947794626
1996-05-18,918981587
1996-05-19,654872955
1996-05-20,596683944
1996-05-21,869851457
1996-05-22,550062614
1996-05-23,709191995
1996-05-24,800334810
1996-05-25,799621573
1996-05-26,859506909
1996-05-27,669525913
1996-05-28,805728727
1996-05-29,824976210
1996-05-30,941685812
1996-05-31,570117802
1996-06-01,938908709
1996-06-02,929008524
1996-06-03,967521352
1996-06-04,533604264
1996-06-05,974923877
1996-06-06,871798628
1996-06-07,889282361
1996-06-08,943211144
1996-06-09,606457917
1996-06-10,730442162
1996-06-11,785794274
1996-06-12,745960104
1996-06-13,886925932
1996-06-14,721521284
1996-06-15,630355151
1996-06-16,763157241
1996-06-17,507518611
1996-06-18,779755520
1996-06-19,511319426
1996-06-20,534154510
1996-06-21,526329979
1996-06-22,713947175
1996-06-23,875702886
1996-06-24,706521781
1996-06-25,884172545
1996-06-26,986985410
1996-06-27,924697641
1996-06-28,997475718
1996-06-29,937996854
1996-06-30,863062887
1996-07-01,924820003
1996-07-02,811625677
1996-07-03,855245722
1996-07-04,925310791
1996-07-05,593222339
1996-07-06,705020480
1996-07-07,822044583
1996-07-08,644977183
1996-07-09,929619628
1996-07-10,931430424
1996-07-11,727828897
1996-07-12,897225887
1996-07-13,668715650
1996-07-14,802932979
1996-07-15,605183452
1996-07-16,700462649
1996-07-17,522747813
1996-07-18,877059052
1996-07-19,581869286
1996-07-20,757751789
1996-07-21,682145616
1996-07-22,880663800
1996-07-23,956344541
1996-07-24,922286674
1996-07-25,583753645
1996-07-26,541946292
1996-07-27,507557993
1996-07-28,979940010
1996-07-29,587719869
1996-07-30,977468426
1996-07-31,823796917
1996-08-01,816530548
1996-08-02,813977864
1996-08-03,754082294
1996-08-04,690172735
1996-08-05,925508272
1996-08-06,712138239
1996-08-07,996419015
1996-08-08,731222959
1996-08-09,913248666
1996-08-10,842587697
1996-08-11,707378194
1996-08-12,642118861
1996-08-13,523224983
1996-08-14,728715585
1996-08-15,917831006
1996-08-16,601329422
1996-08-17,711913750
1996-08-18,901422183
1996-08-19,659806283
1996-08-20,700599632
1996-08-21,550499203
1996-08-22,620400269
1996-08-23,916261533
1996-08-24,713968465
1996-08-25,772644220
1996-08-26,777565085
1996-08-27,542701098
1996-08-28,542146437
1996-08-29,526578220
1996-08-30,760424339
1996-08-31,946611546
1996-09-01,900551610
1996-09-02,709481749
1996-09-03,718208800
1996-09-04,670226603
1996-09-05,894419736
1996-09-06,657285394
1996-09-07,898919167
1996-09-08,610178118
1996-09-09,927068241
1996-09-10,626579030
1996-09-11,868132524
1996-09-12,859975180
1996-09-13,591693064
1996-09-14,616364384
1996-09-15,901298286
1996-09-16,728162322
1996-09-17,721055195
1996-09-18,893442758
1996-09-19,549113545
1996-09-20,500113582
1996-09-21,536389482
1996-09-22,533741678
1996-09-23,997155860
1996-09-24,725873279
1996-09-25,507094006
1996-09-26,958248428
1996-09-27,956728418
1996-09-28,560636639
1996-09-29,838498049
1996-09-30,694319202
1996-10-01,673298504
1996-10-02,971726359
1996-10-03,979832326
1996-10-04,835545479
1996-10-05,506729559
1996-10-06,988642111
1996-10-07,917661162
1996-10-08,531029011
1996-10-09,577274832
1996-10-10,955550429
1996-10-11,787790983
1996-10-12,973070784
1996-10-13,501323312
1996-10-14,806190984
1996-10-15,851499306
1996-10-16,707971527
1996-10-17,643130091
1996-10-18,568567466
1996-10-19,751438405
1996-10-20,756473307
1996-10-21,710993412
1996-10-22,914638943
1996-10-23,568135927
1996-10-24,993883529
1996-10-25,679224807
1996-10-26,920497262
1996-10-27,971316839
1996-10-28,608586006
1996-10-29,628251660
1996-10-30,789089286
1996-10-31,862022867
1996-11-01,960224706
1996-11-02,942881856
1996-11-03,790238528
1996-11-04,684838599
1996-11-05,878455839
1996-11-06,614930527
1996-11-07,793095886
1996-11-08,964525976
1996-11-09,727455250
1996-11-10,790549639
1996-11-11,715759237
1996-11-12,914318439
1996-11-13,901911802
1996-11-14,507732591
1996-11-15,682532764
1996-11-16,663741648
1996-11-17,897739682
1996-11-18,755802776
1996-11-19,723344165
1996-11-20,943575937
1996-11-21,746723342
1996-11-22,651196005
1996-11-23,599280054
1996-11-24,928080999
1996-11-25,882204505
1996-11-26,911081000
1996-11-27,552406228
1996-11-28,640254020
1996-11-29,874787159
1996-11-30,511377536
1996-12-01,953611586
1996-12-02,658660582
1996-12-03,676617429
1996-12-04,870546583
1996-12-05,938805507
1996-12-06,602487455
1996-12-07,982752032
1996-12-08,766151087
1996-12-09,570171216
1996-12-10,703279090
1996-12-11,973085983
1996-12-12,964627002
1996-12-13,917245219
1996-12-14,787024355
1996-12-15,647921756
1996-12-16,852847361
1996-12-17,907453254
1996-12-18,519481664
1996-12-19,825518654
1996-12-20,599227257
1996-12-21,665958318
1996-12-22,726908836
1996-12-23,543765316
1996-12-24,724843544
1996-12-25,631112565
1996-12-26,763345232
1996-12-27,829987516
1996-12-28,998656309
1996-12-29,812898944
1996-12-30,923196441
1996-12-31,775823230
1997-01-01,737242076
1997-01-02,734197428
1997-01-03,878525847
1997-01-04,652780470
1997-01-05,799248601
1997-01-06,870537329
1997-01-07,531927193
1997-01-08,635427868
1997-01-09,593368030
1997-01-10,656240096
1997-01-11,863997294
1997-01-12,780269789
1997-01-13,854265272
1997-01-14,598124649
1997-01-15,546119825
1997-01-16,580163098
1997-01-17,815859899
1997-01-18,780340656
1997-01-19,950360500
1997-01-20,822793222
1997-01-21,563610557
1997-01-22,820806461
1997-01-23,844356088
1997-01-24,545911408
1997-01-25,569593629
1997-01-26,955546553
1997-01-27,934538587
1997-01-28,666572592
1997-01-29,653667037
1997-01-30,678129588
1997-01-31,980660232
1997-02-01,919728105
1997-02-02,849816148
1997-02-03,612751733
1997-02-04,913488693
1997-02-05,731249027
1997-02-06,505782786
1997-02-07,858777700
1997-02-08,556142790
1997-02-09,606480548
1997-02-10,653168172
1997-02-11,919080316
1997-02-12,676985008
1997-02-13,889010180
1997-02-14,534133303
1997-02-15,802163557
1997-02-16,634339570
1997-02-17,680400097
1997-02-18,767550075
1997-02-19,594584175
1997-02-20,675658983
1997-02-21,853550394
1997-02-22,637941849
1997-02-23,853847972
1997-02-24,933011780
1997-02-25,514404803
1997-02-26,940452040
1997-02-27,878472196
1997-02-28,987372130
1997-03-01,900957260
1997-03-02,597497196
1997-03-03,635480757
1997-03-04,675653004
1997-03-05,858689594
1997-03-06,942068702
1997-03-07,912223528
1997-03-08,628408516
1997-03-09,779054512
1997-03-10,644552162
1997-03-11,861091860
1997-03-12,892331977
1997-03-13,543636974
1997-03-14,909896919
1997-03-15,988713610
1997-03-16,588952020
1997-03-17,579319841
1997-03-18,720840876
1997-03-19,843769756
1997-03-20,504863447
1997-03-21,521204572
1997-03-22,649802197
1997-03-23,845615772
1997-03-24,928330486
1997-03-25,765566980
1997-03-26,975696773
1997-03-27,752941491
1997-03-28,779000529
1997-03-29,935055659
1997-03-30,636424359
1997-03-31,829750970
1997-04-01,948404220
1997-04-02,540789947
1997-04-03,756807901
1997-04-04,960456483
1997-04-05,829145601
1997-04-06,807893514
1997-04-07,501552132
1997-04-08,573682881
1997-04-09,775641304
1997-04-10,812305730
1997-04-11,594269194
1997-04-12,576751096
1997-04-13,540425258
1997-04-14,858941343
1997-04-15,691289652
1997-04-16,669039819
1997-04-17,942839424
1997-04-18,810315990
1997-04-19,974948657
1997-04-20,991218231
1997-04-21,567523552
1997-04-22,776293412
1997-04-23,833771652
1997-04-24,724050971
1997-04-25,564019245
1997-04-26,564868827
1997-04-27,836069734
1997-04-28,513898568
1997-04-29,586428288
1997-04-30,667750434
1997-05-01,624790983
1997-05-02,643164049
1997-05-03,767995967
1997-05-04,517791131
1997-05-05,684860821
1997-05-06,932090219
1997-05-07,852313335
1997-05-08,968302619
1997-05-09,989490964
1997-05-10,787314398
1997-05-11,734530604
1997-05-12,932009883
1997-05-13,733298677
1997-05-14,862061905
1997-05-15,927208372
1997-05-16,562994740
1997-05-17,955245759
1997-05-18,768024673
1997-05-19,769877761
1997-05-20,806660686
1997-05-21,610179132
1997-05-22,893817038
1997-05-23,760177651
1997-05-24,968816549
1997-05-25,561569523
1997-05-26,779429142
1997-05-27,918279810
1997-05-28,853136738
1997-05-29,762627890
1997-05-30,987476732
1997-05-31,886437950
1997-06-01,551917139
1997-06-02,541504883
1997-06-03,884512775
1997-06-04,607548471
1997-06-05,718924466
1997-06-06,559702315
1997-06-07,706958720
1997-06-08,811654717
1997-06-09,788083007
1997-06-10,581727393
1997-06-11,861254191
1997-06-12,846997675
1997-06-13,697147569
1997-06-14,618954212
1997-06-15,515515056
1997-06-16,604232767
1997-06-17,854475721
1997-06-18,666652185
1997-06-19,692509999
1997-06-20,956672395
1997-06-21,532146004
1997-06-22,978917486
1997-06-23,835563312
1997-06-24,789902566
1997-06-25,793095027
1997-06-26,849709671
1997-06-27,518943609
1997-06-28,665229781
1997-06-29,568411349
1997-06-30,584647788
1997-07-01,653183001
1997-07-02,566141717
1997-07-03,643051497
1997-07-04,775121572
1997-07-05,709222167
1997-07-06,993977704
1997-07-07,543317642
1997-07-08,988284272
1997-07-09,646363851
1997-07-10,635827544
1997-07-11,983122643
1997-07-12,632453489
1997-07-13,769042310
1997-07-14,701455583
1997-07-15,955098512
1997-07-16,515814323
1997-07-17,560633687
1997-07-18,867138466
1997-07-19,672957531
1997-07-20,850657367
1997-07-21,858327095
1997-07-22,656135843
1997-07-23,772766219
1997-07-24,698897338
1997-07-25,795386586
1997-07-26,622389079
1997-07-27,999738059
1997-07-28,966734488
1997-07-29,872881098
1997-07-30,730149252
1997-07-31,550896388
1997-08-01,867915757
1997-08-02,894514852
1997-08-03,730299634
1997-08-04,730933864
1997-08-05,607745852
1997-08-06,877744953
1997-08-07,603105028
1997-08-08,758394565
1997-08-09,532660026
1997-08-10,585875701
1997-08-11,797197181
1997-08-12,580185750
1997-08-13,883273569
1997-08-14,806857027
1997-08-15,567100846
1997-08-16,673122303
1997-08-17,834681174
1997-08-18,839657070
1997-08-19,936178824
1997-08-20,632918481
1997-08-21,744949637
1997-08-22,572153111
1997-08-23,814154638
1997-08-24,623105944
1997-08-25,889357159
1997-08-26,907818580
1997-08-27,967212789
1997-08-28,634788190
1997-08-29,831403067
1997-08-30,668974542
1997-08-31,504814939
1997-09-01,678965837
1997-09-02,787221621
1997-09-03,851152090
1997-09-04,897860588
1997-09-05,568500341
1997-09-06,874511337
1997-09-07,503654812
1997-09-08,905573351
1997-09-09,774429588
1997-09-10,607682162
1997-09-11,559060085
1997-09-12,596353523
1997-09-13,717364811
1997-09-14,636335705
1997-09-15,768413282
1997-09-16,554419596
1997-09-17,950433587
1997-09-18,580312922
1997-09-19,989182928
1997-09-20,653257535
1997-09-21,651607427
1997-09-22,548381886
1997-09-23,713190531
1997-09-24,977383583
1997-09-25,895755845
1997-09-26,930909943
1997-09-27,824103830
1997-09-28,917606351
1997-09-29,704327054
1997-09-30,526135563
1997-10-01,549411924
1997-10-02,573928584
1997-10-03,873006374
1997-10-04,533504829
1997-10-05,575457683
1997-10-06,684470250
1997-10-07,610133880
1997-10-08,635677873
1997-10-09,937485185
1997-10-10,918058032
1997-10-11,628883779
1997-10-12,704552931
1997-10-13,580647946
1997-10-14,768412849
1997-10-15,751561617
1997-10-16,710396497
1997-10-17,652216715
1997-10-18,546522979
1997-10-19,660115012
1997-10-20,875027490
1997-10-21,721908230
1997-10-22,664910543
1997-10-23,552222022
1997-10-24,992695883
1997-10-25,979136156
1997-10-26,817111270
1997-10-27,806895445
1997-10-28,683403880
1997-10-29,523009803
1997-10-30,912157909
1997-10-31,807994492
1997-11-01,617735455
1997-11-02,937592161
1997-11-03,510559946
1997-11-04,614579318
1997-11-05,852117588
1997-11-06,788962199
1997-11-07,544203913
1997-11-08,961015123
1997-11-09,941084662
1997-11-10,780692846
1997-11-11,563654691
1997-11-12,750439820
1997-11-13,552913204
1997-11-14,541389741
1997-11-15,926371276
1997-11-16,958237947
1997-11-17,701699534
1997-11-18,625285028
1997-11-19,763145760
1997-11-20,879352793
1997-11-21,940652348
1997-11-22,594753993
1997-11-23,811070389
1997-11-24,854958666
1997-11-25,884582692
1997-11-26,692579698
1997-11-27,779769199
1997-11-28,824926746
1997-11-29,712121670
1997-11-30,976069330
1997-12-01,506460450
1997-12-02,597407102
1997-12-03,975943398
1997-12-04,883543629
1997-12-05,515518905
1997-12-06,535944588
1997-12-07,649317276
1997-12-08,932751753
1997-12-09,516971587
1997-12-10,696648988
1997-12-11,850992067
1997-12-12,868270948
1997-12-13,710564492
1997-12-14,910171423
1997-12-15,806950208
1997-12-16,763491288
1997-12-17,927434885
1997-12-18,806856110
1997-12-19,777167109
1997-12-20,515925446
1997-12-21,504465896
1997-12-22,699324987
1997-12-23,625313471
1997-12-24,602818175
1997-12-25,516574024
1997-12-26,967622098
1997-12-27,740182858
1997-12-28,557944885
1997-12-29,726037818
1997-12-30,692068994
1997-12-31,792868696
1998-01-01,723656602
1998-01-02,922735791
1998-01-03,577305223
1998-01-04,501280098
1998-01-05,850889763
1998-01-06,812082071
1998-01-07,996548150
1998-01-08,574754928
1998-01-09,958899739
1998-01-10,831006972
1998-01-11,913623227
1998-01-12,744417634
1998-01-13,929306018
1998-01-14,549894788
1998-01-15,766365273
1998-01-16,795820479
1998-01-17,896750092
1998-01-18,927030541
1998-01-19,891738767
1998-01-20,816387762
1998-01-21,620616421
1998-01-22,549128438
1998-01-23,952870126
1998-01-24,619725600
1998-01-25,743449933
1998-01-26,789553545
1998-01-27,802399619
1998-01-28,576809632
1998-01-29,543530661
1998-01-30,544507980
1998-01-31,683897110
1998-02-01,991262747
1998-02-02,879700606
1998-02-03,907971019
1998-02-04,656795088
1998-02-05,984760720
1998-02-06,962164321
1998-02-07,823515249
1998-02-08,616045715
1998-02-09,816797047
1998-02-10,952418467
1998-02-11,545727634
1998-02-12,606437463
1998-02-13,935836218
1998-02-14,874532647
1998-02-15,838837229
1998-02-16,542199380
1998-02-17,684601795
1998-02-18,671641514
1998-02-19,597214562
1998-02-20,722952373
1998-02-21,519444430
1998-02-22,963380847
1998-02-23,837696117
1998-02-24,947187935
1998-02-25,666637026
1998-02-26,820896055
1998-02-27,701415067
1998-02-28,949828342
1998-03-01,583216204
1998-03-02,854088942
1998-03-03,626957676
1998-03-04,545261905
1998-03-05,729156867
1998-03-06,939312694
1998-03-07,610141978
1998-03-08,511235889
1998-03-09,636692334
1998-03-10,794359721
1998-03-11,812355236
1998-03-12,552910225
1998-03-13,710354566
1998-03-14,668760019
1998-03-15,775626225
1998-03-16,513629772
1998-03-17,549494717
1998-03-18,818060941
1998-03-19,544961510
1998-03-20,626389891
1998-03-21,711908051
1998-03-22,600562937
1998-03-23,526685470
1998-03-24,710847885
1998-03-25,848123850
1998-03-26,529372410
1998-03-27,733041531
1998-03-28,656774768
1998-03-29,947188888
1998-03-30,601328769
1998-03-31,844874101
1998-04-01,759402976
1998-04-02,744955589
1998-04-03,746304500
1998-04-04,810583081
1998-04-05,552373809
1998-04-06,970843238
1998-04-07,806479533
1998-04-08,669470590
1998-04-09,886661057
1998-04-10,544266127
1998-04-11,952373461
1998-04-12,769940271
1998-04-13,904665463
1998-04-14,595767813
1998-04-15,512896135
1998-04-16,688137838
1998-04-17,785188536
1998-04-18,748672603
1998-04-19,902252952
1998-04-20,812198805
1998-04-21,927062520
1998-04-22,717877965
1998-04-23,751624032
1998-04-24,819041276
1998-04-25,609909225
1998-04-26,749289024
1998-04-27,845840428
1998-04-28,850546699
1998-04-29,880143438
1998-04-30,788040838
1998-05-01,892324621
1998-05-02,524437546
1998-05-03,632580499
1998-05-04,721130918
1998-05-05,784347402
1998-05-06,827815991
1998-05-07,795597387
1998-05-08,651352598
1998-05-09,745618126
1998-05-10,970720680
1998-05-11,843909194
1998-05-12,980995111
1998-05-13,899001101
1998-05-14,784526846
1998-05-15,784280861
1998-05-16,905846133
1998-05-17,663861697
1998-05-18,887886474
1998-05-19,559892633
1998-05-20,834992948
1998-05-21,638398399
1998-05-22,511552385
1998-05-23,644417291
1998-05-24,889634654
1998-05-25,683021416
1998-05-26,986721180
1998-05-27,943505472
1998-05-28,962198953
1998-05-29,626512901
1998-05-30,736436986
1998-05-31,924970093
1998-06-01,949278371
1998-06-02,810023428
1998-06-03,848051659
1998-06-04,654047273
1998-06-05,557758137
1998-06-06,920288357
1998-06-07,772010553
1998-06-08,993047248
1998-06-09,732594619
1998-06-10,611466091
1998-06-11,570620860
1998-06-12,958439405
1998-06-13,601125593
1998-06-14,579272660
1998-06-15,988576066
1998-06-16,677198737
1998-06-17,663939756
1998-06-18,990369449
1998-06-19,563571663
1998-06-20,664706818
1998-06-21,908099477
1998-06-22,764362210
1998-06-23,929682741
1998-06-24,997994186
1998-06-25,823869553
1998-06-26,525654242
1998-06-27,595498811
1998-06-28,877173932
1998-06-29,965778334
1998-06-30,636571078
1998-07-01,755021364
1998-07-02,767905526
1998-07-03,759821038
1998-07-04,599238321
1998-07-05,951037554
1998-07-06,955867372
1998-07-07,949203589
1998-07-08,531151699
1998-07-09,961324281
1998-07-10,910603892
1998-07-11,933159490
1998-07-12,636061938
1998-07-13,879789868
1998-07-14,678281564
1998-07-15,843529351
1998-07-16,919406677
1998-07-17,830135236
1998-07-18,801601413
1998-07-19,776781198
1998-07-20,504692703
1998-07-21,997758261
1998-07-22,620881872
1998-07-23,784479037
1998-07-24,648867685
1998-07-25,671857591
1998-07-26,803405430
1998-07-27,500874990
1998-07-28,549996388
1998-07-29,603232231
1998-07-30,762147351
1998-07-31,864349286
1998-08-01,747375776
1998-08-02,734798462
1998-08-03,707476345
1998-08-04,926826625
1998-08-05,982343454
1998-08-06,900550822
1998-08-07,712064781
1998-08-08,961776538
1998-08-09,510902291
1998-08-10,584356289
1998-08-11,924542121
1998-08-12,715727294
1998-08-13,916749787
1998-08-14,642497637
1998-08-15,884121061
1998-08-16,998240617
1998-08-17,622506972
1998-08-18,706178964
1998-08-19,616722928
1998-08-20,660429766
1998-08-21,924469054
1998-08-22,789080134
1998-08-23,985004453
1998-08-24,847980438
1998-08-25,967565429
1998-08-26,641538240
1998-08-27,595259291
1998-08-28,674192589
1998-08-29,520460808
1998-08-30,928330587
1998-08-31,704858084
1998-09-01,858246449
1998-09-02,683316512
1998-09-03,827671966
1998-09-04,834920148
1998-09-05,794031293
1998-09-06,894690834
1998-09-07,947387869
1998-09-08,580753403
1998-09-09,838596368
1998-09-10,804119051
1998-09-11,571555933
1998-09-12,742953050
1998-09-13,520793094
1998-09-14,748204500
1998-09-15,810334507
1998-09-16,594220630
1998-09-17,905689804
1998-09-18,791633212
1998-09-19,965755099
1998-09-20,895520971
1998-09-21,764654825
1998-09-22,689807993
1998-09-23,811352654
1998-09-24,825042419
1998-09-25,588487047
1998-09-26,952396942
1998-09-27,530408933
1998-09-28,784569496
1998-09-29,746535303
1998-09-30,687726442
1998-10-01,618863703
1998-10-02,929430097
1998-10-03,669543141
1998-10-04,973404689
1998-10-05,849589267
1998-10-06,879521145
1998-10-07,780716431
1998-10-08,783202350
1998-10-09,657313708
1998-10-10,513469701
1998-10-11,543594411
1998-10-12,736076774
1998-10-13,588475696
1998-10-14,771075141
1998-10-15,907360972
1998-10-16,910799479
1998-10-17,546628219
1998-10-18,691076106
1998-10-19,834087260
1998-10-20,926497757
1998-10-21,790681502
1998-10-22,509401767
1998-10-23,994433102
1998-10-24,918222735
1998-10-25,601763286
1998-10-26,558286074
1998-10-27,702967460
1998-10-28,585596957
1998-10-29,669522825
1998-10-30,713999756
1998-10-31,826733486
1998-11-01,993050505
1998-11-02,739967939
1998-11-03,578126885
1998-11-04,592320485
1998-11-05,736647134
1998-11-06,642897431
1998-11-07,890089736
1998-11-08,595845595
1998-11-09,718307956
1998-11-10,519525185
1998-11-11,925422654
1998-11-12,944965344
1998-11-13,525179953
1998-11-14,922938026
1998-11-15,556184471
1998-11-16,605326417
1998-11-17,892901898
1998-11-18,591873337
1998-11-19,806462242
1998-11-20,743868785
1998-11-21,584076719
1998-11-22,945296766
1998-11-23,900567349
1998-11-24,547025427
1998-11-25,559573834
1998-11-26,507307610
1998-11-27,922749537
1998-11-28,650730748
1998-11-29,761899447
1998-11-30,746720481
1998-12-01,945219669
1998-12-02,506535934
1998-12-03,730152879
1998-12-04,745011134
1998-12-05,828407293
1998-12-06,758339139
1998-12-07,545670618
1998-12-08,570979868
1998-12-09,825567980
1998-12-10,940688057
1998-12-11,703565602
1998-12-12,816959722
1998-12-13,905050609
1998-12-14,691768318
1998-12-15,611487307
1998-12-16,706201367
1998-12-17,715760902
1998-12-18,961591373
1998-12-19,983712607
1998-12-20,628168412
1998-12-21,524532746
1998-12-22,681925627
1998-12-23,892992675
1998-12-24,920987122
1998-12-25,848018542
1998-12-26,959509317
1998-12-27,866364604
1998-12-28,868970999
1998-12-29,786195705
1998-12-30,738407468
1998-12-31,847564054
1999-01-01,803276955
1999-01-02,934232233
1999-01-03,896426509
1999-01-04,586451832
1999-01-05,720526829
1999-01-06,922001324
1999-01-07,972355370
1999-01-08,614977979
1999-01-09,726094349
1999-01-10,604941335
1999-01-11,973819658
1999-01-12,875355850
1999-01-13,712693492
1999-01-14,836090997
1999-01-15,747142162
1999-01-16,807485253
1999-01-17,776892653
1999-01-18,788889348
1999-01-19,561605478
1999-01-20,814815113
1999-01-21,743940520
1999-01-22,718415875
1999-01-23,811287949
1999-01-24,990995011
1999-01-25,821816964
1999-01-26,829736015
1999-01-27,654096317
1999-01-28,760584290
1999-01-29,641255316
1999-01-30,874433472
1999-01-31,949764432
1999-02-01,754072452
1999-02-02,604805390
1999-02-03,891947370
1999-02-04,554331259
1999-02-05,776114146
1999-02-06,704621223
1999-02-07,761773922
1999-02-08,800719024
1999-02-09,640890421
1999-02-10,678722744
1999-02-11,819336511
1999-02-12,970682552
1999-02-13,623553575
1999-02-14,600724238
1999-02-15,685532958
1999-02-16,524324944
1999-02-17,941674518
1999-02-18,810710265
1999-02-19,836838443
1999-02-20,800013114
1999-02-21,605760183
1999-02-22,900628493
1999-02-23,538231451
1999-02-24,629979997
1999-02-25,625173214
1999-02-26,990224612
1999-02-27,653830630
1999-02-28,840369588
1999-03-01,863383451
1999-03-02,649874681
1999-03-03,822270895
1999-03-04,969816134
1999-03-05,932256626
1999-03-06,771105250
1999-03-07,615832269
1999-03-08,533539047
1999-03-09,590998055
1999-03-10,773308677
1999-03-11,713538413
1999-03-12,561875265
1999-03-13,589342397
1999-03-14,650680108
1999-03-15,791925592
1999-03-16,859101620
1999-03-17,523487618
1999-03-18,847917980
1999-03-19,640135988
1999-03-20,973600337
1999-03-21,683851725
1999-03-22,571958429
1999-03-23,898741770
1999-03-24,705276799
1999-03-25,936048844
1999-03-26,575857657
1999-03-27,727627573
1999-03-28,855783390
1999-03-29,844687360
1999-03-30,603607569
1999-03-31,996388262
1999-04-01,550866776
1999-04-02,801391232
1999-04-03,934070727
1999-04-04,984584667
1999-04-05,557722722
1999-04-06,910745552
1999-04-07,945023924
1999-04-08,555958098
1999-04-09,724978293
1999-04-10,972455732
1999-04-11,850572839
1999-04-12,729207086
1999-04-13,671249250
1999-04-14,636006903
1999-04-15,773350260
1999-04-16,519695824
1999-04-17,794299810
1999-04-18,933602287
1999-04-19,579830540
1999-04-20,540083822
1999-04-21,783444861
1999-04-22,690069546
1999-04-23,996799435
1999-04-24,603561362
1999-04-25,660675822
1999-04-26,887164719
1999-04-27,516065165
1999-04-28,522363451
1999-04-29,767677289
1999-04-30,574825830
1999-05-01,841160600
1999-05-02,631199457
1999-05-03,799831434
1999-05-04,544892413
1999-05-05,768305510
1999-05-06,977345125
1999-05-07,551593795
1999-05-08,899248453
1999-05-09,879586924
1999-05-10,797238733
1999-05-11,846903348
1999-05-12,553368050
1999-05-13,994730484
1999-05-14,801853739
1999-05-15,583127472
1999-05-16,644477547
1999-05-17,651302469
1999-05-18,789102379
1999-05-19,802573954
1999-05-20,804698478
1999-05-21,528886965
1999-05-22,624089142
1999-05-23,590612428
1999-05-24,796779551
1999-05-25,920199483
1999-05-26,777268733
1999-05-27,609698541
1999-05-28,552322428
1999-05-29,574425159
1999-05-30,823789391
1999-05-31,809642940
1999-06-01,671657061
1999-06-02,810479700
1999-06-03,746752251
1999-06-04,876213889
1999-06-05,574898767
1999-06-06,730247747
1999-06-07,542016910
1999-06-08,747587137
1999-06-09,670039041
1999-06-10,973158075
1999-06-11,515494486
1999-06-12,613220710
1999-06-13,781314616
1999-06-14,805726743
1999-06-15,504553579
1999-06-16,930494964
1999-06-17,838891090
1999-06-18,504077432
1999-06-19,961226018
1999-06-20,999972120
1999-06-21,687628365
1999-06-22,630268910
1999-06-23,728800489
1999-06-24,651849709
1999-06-25,528022077
1999-06-26,896443890
1999-06-27,547504683
1999-06-28,564740587
1999-06-29,550045504
1999-06-30,891987010
1999-07-01,665021618
1999-07-02,905947679
1999-07-03,893562289
1999-07-04,581178095
1999-07-05,928124582
1999-07-06,540296376
1999-07-07,570176532
1999-07-08,905788376
1999-07-09,508784158
1999-07-10,871751368
1999-07-11,576640351
1999-07-12,730023851
1999-07-13,734683731
1999-07-14,989593235
1999-07-15,667841603
1999-07-16,910665492
1999-07-17,979238312
1999-07-18,830998263
1999-07-19,738517892
1999-07-20,537344736
1999-07-21,632902219
1999-07-22,559148411
1999-07-23,733780617
1999-07-24,655475262
1999-07-25,549734547
1999-07-26,711872869
1999-07-27,989202617
1999-07-28,790041141
1999-07-29,518968923
1999-07-30,647759726
1999-07-31,954163263
1999-08-01,763354659
1999-08-02,501684088
1999-08-03,502745749
1999-08-04,994156891
1999-08-05,624308155
1999-08-06,510803623
1999-08-07,785102387
1999-08-08,513155741
1999-08-09,568321130
